"UniqueID","TreeID","species","meas_date","time_str","height_cm","start.time","CO2_best.flux","CO2_model","CO2_quality.check","CO2_LM.flux","CO2_LM.r2","CO2_LM.p.val","CO2_LM.RMSE","CO2_HM.flux","CO2_HM.r2","CO2_HM.RMSE","CO2_LM.diagnose","CO2_HM.diagnose","CO2_nb.obs","CO2_flux.term","CO2_MDF","CO2_g.fact","CH4_best.flux","CH4_model","CH4_quality.check","CH4_LM.flux","CH4_LM.r2","CH4_LM.p.val","CH4_LM.RMSE","CH4_HM.flux","CH4_HM.r2","CH4_HM.RMSE","CH4_LM.diagnose","CH4_HM.diagnose","CH4_nb.obs","CH4_flux.term","CH4_MDF","CH4_g.fact","Area_cm2","Vtot_L","Tcham_C","Pcham_kPa","allan_sd_CO2","allan_sd_CH4","n_meas_pts","CO2_MDF_native","CH4_MDF_native","t_sec","df_meas","t99","t95","t90","CO2_MDF_manuf","CH4_MDF_manuf","CO2_MDF_wass99","CO2_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass99","CH4_MDF_wass95","CH4_MDF_wass90","CO2_MDF_chr99","CO2_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr99","CH4_MDF_chr95","CH4_MDF_chr90","CO2_noise_floor","CH4_noise_floor","CO2_SNR","CH4_SNR","CO2_below_MDF_manuf","CO2_below_MDF_wass99","CO2_below_MDF_chr99","CH4_below_MDF_manuf","CH4_below_MDF_wass99","CH4_below_MDF_chr99","iso_t1_min","iso_t2_min","isotope","iso_t0_CO2_ppm","iso_t0_CH4_ppb","iso_t1_CO2_ppm","iso_t1_CH4_ppb","iso_t2_CO2_ppm","iso_t2_CH4_ppb","iso_flag","iso_t0_min","iso_review"
"N26_80cm","N26","Piranhieira","2026-05-27","14:02:00",80,"2026-05-27 14:02:00",1.70202108973118,"HM",NA,1.39579986798716,0.994145524813401,1.45231089589281e-150,5.04634124027563,1.70202108973118,0.996998235385674,3.61344082354043,"Noise (LM.MAE)",NA,135,0.824063447575943,0.021364607900117,1.21938762767303,24.5070114282795,"HM",NA,22.9007419153645,0.996582305392251,4.13857838017515e-166,63.1826790192609,24.5070114282795,0.996902676312337,60.148486934198,"Noise (LM.MAE)","Noise (HM.MAE)",135,0.824063447575943,0.00366250421144864,1.07014050107422,600,1.26350382616539,28,101.3,0.721636499220201,9.22667484876317,135,0.021364607900117,0.00366250421144864,135,133,2.6133004770626,1.97796126416772,1.6563912444092,0.021364607900117,0.00366250421144864,0.00799194505673422,0.00608111898410376,0.00510343592832591,0.0322809766247545,0.024562788956212,0.020613742304122,0.0345347229139676,0.0261387256429743,0.0218891831095867,0.44155285890283,0.334203609059912,0.279869955961815,0.00440499452921506,0.0563212258187706,386.384382192291,435.129226539525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N29_45cm","N29","Pato de Vaca","2026-05-27","14:10:00",45,"2026-05-27 14:10:00",0.504202100907646,"HM",NA,0.369459373959996,0.988981853360968,6.85089088450464e-153,2.12894128926335,0.504202100907646,0.996198285984938,1.25054444898256,NA,NA,156,0.82218031408804,0.0184463532006932,1.36470241776093,0.233187099413073,"HM",NA,0.215018200961247,0.998643080016699,6.28051085270192e-223,0.432710845529852,0.233187099413073,0.999109341529761,0.350571222107576,NA,NA,156,0.82218031408804,0.00316223197726169,1.08449935108098,600,1.26350382616539,28,101.3,0.511290615060459,0.128688994947538,156,0.0184463532006932,0.00316223197726169,156,154,2.6081308072573,1.97548805823434,1.65480838547668,0.0184463532006932,0.00316223197726169,0.00690030174980398,0.00525048103670576,0.00440634258822469,0.0278716229788744,0.0212076852895527,0.0177980505473177,0.0210843841639815,0.0159700383950342,0.0133776326018936,0.00530682184891995,0.0040195695555404,0.00336707548232923,0.00269469922102997,0.000678240758241288,187.108860600379,343.811687191637,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N29_80cm","N29","Pato de Vaca","2026-05-27","14:14:00",80,"2026-05-27 14:14:00",0.540382243779722,"HM",NA,0.493443264282881,0.999053941684108,4.26171948071818e-247,0.872497643989182,0.540382243779722,0.999628489436437,0.546752644970361,NA,NA,164,0.821381736270764,0.0175294882740712,1.09512538298614,0.144848836564509,"HM",NA,0.135075045960383,0.999326415238649,4.78573610970534e-259,0.201502520806199,0.144848836564509,0.999663671996839,0.142385534943184,NA,NA,164,0.821381736270764,0.00300505513269792,1.07235822527125,600,1.26350382616539,28,101.3,0.528843350235615,0.125933662208066,164,0.0175294882740712,0.00300505513269792,164,162,2.60651787614345,1.97471578592379,1.65431395652693,0.0175294882740712,0.00300505513269792,0.00655732638829642,0.00498950902461892,0.00418732797162978,0.0264862806686988,0.0201535700069668,0.0169134091154021,0.0207114356676656,0.0156911254422693,0.0131452070205726,0.00493202182093019,0.00373653349376662,0.0031302730002114,0.00264867237336449,0.000630729329996323,204.020040082684,229.652926660875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N41_45cm","N41","Socor<U+00F3>","2026-05-27","14:23:00",45,"2026-05-27 14:23:00",0.359641256227087,"HM","AICc",0.356058787522477,0.998455056940948,2.68434309542107e-200,0.701047798624938,0.359641256227087,0.99834010546833,0.726864882309204,NA,NA,143,0.821795710754294,0.0201138810324478,1.01006145285597,0.135473896506965,"HM","AICc",0.134057590830378,0.998777271682769,1.85013175385738e-207,0.234777517988643,0.135473896506965,0.99865266594641,0.246584535290187,NA,NA,143,0.821795710754294,0.00344809389127676,1.01056490473843,600,1.26350382616539,28,101.3,0.556687484051088,0.165581968891516,143,0.0201138810324478,0.00344809389127676,143,141,2.61114718054783,1.97693148863425,1.65573228729681,0.0201138810324478,0.00344809389127676,0.00752408061222272,0.00572511811881895,0.00480467058412547,0.0303911837033051,0.0231248341743573,0.0194069726098916,0.0250606249328006,0.0189737058575579,0.0158909793175152,0.00745407025828541,0.00564356782408747,0.00472663697028088,0.00319918452184464,0.000951570292400691,112.416540456291,142.368774633749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N41_90cm","N41","Socor<U+00F3>","2026-05-27","14:29:00",90,"2026-05-27 14:29:00",0.344515456093687,"HM","AICc",0.339304515992969,0.998868890631991,7.300274236163e-238,0.647498618486059,0.344515456093687,0.998851153647567,0.65260210715997,NA,NA,162,0.822073205199228,0.0177608408530697,1.01535770924082,0.134478693237833,"HM","AICc",0.132877728531508,0.999329170136114,5.15067443939158e-256,0.195234192042491,0.134478693237833,0.999261414090226,0.204924744662095,NA,NA,162,0.822073205199228,0.00304471557481196,1.01204840513168,600,1.26350382616539,28,101.3,0.433843729993734,0.113759954303042,162,0.0177608408530697,0.00304471557481196,162,160,2.60690581732488,1.97490156000079,1.65443290145732,0.0177608408530697,0.00304471557481196,0.00664386938074142,0.00505536010724804,0.00424259194227188,0.0268358441724919,0.0204195549760794,0.0171366307381516,0.0172177104354009,0.0130435411101304,0.0109269565639019,0.0045147268864817,0.003420200726791,0.00286520236076424,0.00220155126957739,0.00057727784109395,156.487591660684,232.953152996473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N7a_45cm","N7a","I<U+00E7><U+00E9>","2026-05-27","13:26:00",45,"2026-05-27 13:26:00",0.420296263275475,"HM","AICc",0.418319245847036,0.993689393045255,1.82695772989676e-127,1.35139925085374,0.420296263275475,0.993486762628025,1.37311380534437,NA,NA,116,0.822388735679315,0.0248134532317035,1.00472609722853,143.20117979478,"LM","MAE | AICc",143.20117979478,0.987728308818443,5.32719235616624e-111,647.044539124353,143.676760475872,0.987490998790331,653.328897642131,"Noise (LM.MAE)","Noise (HM.MAE)",116,0.822388735679315,0.00425373483972059,1.00332106678013,600,1.26350382616539,28,101.3,0.457366500350565,32.6426989040435,116,0.0248134532317035,0.00425373483972059,116,114,2.61964498918665,1.98099229797586,1.65832996906779,0.0248134532317035,0.00425373483972059,0.00928206854170873,0.00706278169081943,0.00592727324182797,0.0374920292240735,0.0285279101706252,0.0239413769251022,0.0254828038077529,0.0192702592459529,0.0161315359236489,1.8187328789706,1.37533743701464,1.15132365315741,0.00324252636177046,0.231422309317732,129.619998847438,618.787273435126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N7a_80cm","N7a","I<U+00E7><U+00E9>","2026-05-27","13:32:00",80,"2026-05-27 13:32:00",0.6735624785413,"HM",NA,0.568288832361963,0.997029601373212,3.04745505548741e-156,1.3424064134848,0.6735624785413,0.999034231890056,0.765443396993664,NA,NA,124,0.823715966076564,0.0232500474295804,1.18524672698879,123.161941186901,"HM",NA,115.108977061876,0.999463228298471,1.44174409603773e-201,115.448011490543,123.161941186901,0.999775883852326,74.5981788677833,"Noise (LM.MAE)","Noise (HM.MAE)",124,0.823715966076564,0.0039857224164995,1.06995947953474,600,1.26350382616539,28,101.3,0.488899149451671,11.0532445155411,124,0.0232500474295804,0.0039857224164995,124,122,2.616729191154,1.97959987848662,1.65743949940741,0.0232500474295804,0.0039857224164995,0.00869723902691674,0.00661778140120044,0.00555381722623387,0.0351297922764409,0.0267304698922921,0.0224329174919873,0.0254950057646922,0.0192874029473194,0.0161485681188832,0.576402174064591,0.436057990867018,0.365093848484046,0.00324769383229511,0.0734252740677371,207.397160361419,1677.37802481037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N7b_45cm","N7b","Ara<U+00E7>a Peua","2026-05-27","13:41:00",45,"2026-05-27 13:41:00",0.302239063110164,"HM","AICc",0.294969563123965,0.996831495967254,9.54822585628738e-126,0.585313702906384,0.302239063110164,0.996873015393829,0.581466141609167,NA,NA,101,0.824185420534582,0.0285608809096142,1.02464491559471,9.65461268049353,"HM",NA,9.13016300653212,0.998362567760642,6.14325303048328e-140,13.0141145796878,9.65461268049353,0.998583211676594,12.1055755384566,"Noise (LM.MAE)","Noise (HM.MAE)",101,0.824185420534582,0.00489615101307672,1.05744143599476,600,1.26350382616539,28,101.3,0.432917199283899,2.14963885237637,101,0.0285608809096142,0.00489615101307672,101,99,2.62640545728083,1.98421695158642,1.66039115601699,0.0285608809096142,0.00489615101307672,0.01068388392938,0.00812943143699025,0.00682243392718498,0.0431542265290347,0.0328363101006181,0.0275571001256841,0.0278350125209729,0.0210290088830824,0.0175970577921716,0.138214015221481,0.10441898496252,0.0873777229921463,0.00353271330642033,0.0175415940746861,85.5543705063404,550.383998135376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N7b_80cm","N7b","Ara<U+00E7>a Peua","2026-05-27","13:46:00",80,"2026-05-27 13:46:00",0.326895918824051,"HM",NA,0.305081623658127,0.998329688286513,1.03134249836711e-168,0.530714568951124,0.326895918824051,0.998657738021086,0.475752293646341,NA,NA,122,0.824643732478259,0.0236578119973271,1.07150314366482,4.40340532893003,"LM","MAE | AICc",4.40340532893003,0.99926548567017,4.03059566275249e-190,5.07730473977009,4.44385891132567,0.999139171233904,5.49987598683877,"Noise (LM.MAE)","Noise (HM.MAE)",122,0.824643732478259,0.0040556249138275,1.00918688591528,600,1.26350382616539,28,101.3,0.462520452143358,0.344929171979587,122,0.0236578119973271,0.0040556249138275,122,120,2.61742114510687,1.97993040508242,1.65765089935523,0.0236578119973271,0.0040556249138275,0.00884977316359501,0.00673384554174361,0.00565122132347102,0.0357459064846385,0.0271992748929833,0.0228263510508702,0.0245489168400256,0.01856986100776,0.0155471862654352,0.0183075959547,0.01384865631671,0.0115944669263767,0.00312634911477894,0.00233150557231051,104.561553052006,1888.65314379939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
"N88_45cm","N88","Capitar<U+00ED>","2026-05-27","14:47:00",45,"2026-05-27 14:47:00",1.6106738941784,"LM","MAE | AICc",1.6106738941784,0.461467397783489,5.01104086370465e-37,159.053326518779,1.61632063274833,0.461359221844905,159.069495698277,"Noise (LM.MAE)","Noise (HM.MAE)",262,0.823958840172229,0.0110070837427588,1.0035058236123,196.670996692358,"LM","MAE | AICc",196.670996692358,0.988623500096345,5.7661749433135e-255,1932.80491568674,199.090619662203,0.988519897007667,1941.59341610303,"Noise (LM.MAE)","Noise (HM.MAE)",262,0.823958840172229,0.00188692864161579,1.01230289676942,600,1.26350382616539,28,101.3,113.337785321401,1313.86681214831,262,0.0110070837427588,0.00188692864161579,262,260,2.59487048735587,1.96913000336017,1.65073534246266,0.0110070837427588,0.00188692864161579,0.00411746421550375,0.00313300324633356,0.00262929920836879,0.0166312161996086,0.0126547922742479,0.010620236460875,2.77469907699755,2.10559379723769,1.76513388757433,32.1656632042663,24.4090688926983,20.4622917882649,0.356433855500424,4.13195486518514,4.51885776090786,47.5975665536573,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,""
