"UniqueID","allan_sd_CO2","allan_sd_CH4","n_meas_pts","CO2_best.flux","CO2_flux.term","CO2_nb.obs","CO2_MDF_native","CH4_best.flux","CH4_flux.term","CH4_nb.obs","CH4_MDF_native","t_sec","df_meas","t99","t95","t90","CO2_MDF_manuf","CH4_MDF_manuf","CO2_MDF_wass99","CO2_MDF_wass95","CO2_MDF_wass90","CH4_MDF_wass99","CH4_MDF_wass95","CH4_MDF_wass90","CO2_MDF_chr99","CO2_MDF_chr95","CO2_MDF_chr90","CH4_MDF_chr99","CH4_MDF_chr95","CH4_MDF_chr90","CO2_noise_floor","CH4_noise_floor","CO2_SNR","CH4_SNR","CO2_below_MDF_manuf","CO2_below_MDF_wass99","CO2_below_MDF_chr99","CH4_below_MDF_manuf","CH4_below_MDF_wass99","CH4_below_MDF_chr99"
"N26_80cm",0.721636499220201,9.22667484876317,135,1.70202108973118,0.824063447575943,135,0.021364607900117,24.5070114282795,0.824063447575943,135,0.00366250421144864,135,133,2.6133004770626,1.97796126416772,1.6563912444092,0.021364607900117,0.00366250421144864,0.00799194505673422,0.00608111898410376,0.00510343592832591,0.0322809766247545,0.024562788956212,0.020613742304122,0.0345347229139676,0.0261387256429743,0.0218891831095867,0.44155285890283,0.334203609059912,0.279869955961815,0.00440499452921506,0.0563212258187706,386.384382192291,435.129226539525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N29_45cm",0.511290615060459,0.128688994947538,156,0.504202100907646,0.82218031408804,156,0.0184463532006932,0.233187099413073,0.82218031408804,156,0.00316223197726169,156,154,2.6081308072573,1.97548805823434,1.65480838547668,0.0184463532006932,0.00316223197726169,0.00690030174980398,0.00525048103670576,0.00440634258822469,0.0278716229788744,0.0212076852895527,0.0177980505473177,0.0210843841639815,0.0159700383950342,0.0133776326018936,0.00530682184891995,0.0040195695555404,0.00336707548232923,0.00269469922102997,0.000678240758241288,187.108860600379,343.811687191637,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N29_80cm",0.528843350235615,0.125933662208066,164,0.540382243779722,0.821381736270764,164,0.0175294882740712,0.144848836564509,0.821381736270764,164,0.00300505513269792,164,162,2.60651787614345,1.97471578592379,1.65431395652693,0.0175294882740712,0.00300505513269792,0.00655732638829642,0.00498950902461892,0.00418732797162978,0.0264862806686988,0.0201535700069668,0.0169134091154021,0.0207114356676656,0.0156911254422693,0.0131452070205726,0.00493202182093019,0.00373653349376662,0.0031302730002114,0.00264867237336449,0.000630729329996323,204.020040082684,229.652926660875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N41_45cm",0.556687484051088,0.165581968891516,143,0.359641256227087,0.821795710754294,143,0.0201138810324478,0.135473896506965,0.821795710754294,143,0.00344809389127676,143,141,2.61114718054783,1.97693148863425,1.65573228729681,0.0201138810324478,0.00344809389127676,0.00752408061222272,0.00572511811881895,0.00480467058412547,0.0303911837033051,0.0231248341743573,0.0194069726098916,0.0250606249328006,0.0189737058575579,0.0158909793175152,0.00745407025828541,0.00564356782408747,0.00472663697028088,0.00319918452184464,0.000951570292400691,112.416540456291,142.368774633749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N41_90cm",0.433843729993734,0.113759954303042,162,0.344515456093687,0.822073205199228,162,0.0177608408530697,0.134478693237833,0.822073205199228,162,0.00304471557481196,162,160,2.60690581732488,1.97490156000079,1.65443290145732,0.0177608408530697,0.00304471557481196,0.00664386938074142,0.00505536010724804,0.00424259194227188,0.0268358441724919,0.0204195549760794,0.0171366307381516,0.0172177104354009,0.0130435411101304,0.0109269565639019,0.0045147268864817,0.003420200726791,0.00286520236076424,0.00220155126957739,0.00057727784109395,156.487591660684,232.953152996473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N7a_45cm",0.457366500350565,32.6426989040435,116,0.420296263275475,0.822388735679315,116,0.0248134532317035,143.20117979478,0.822388735679315,116,0.00425373483972059,116,114,2.61964498918665,1.98099229797586,1.65832996906779,0.0248134532317035,0.00425373483972059,0.00928206854170873,0.00706278169081943,0.00592727324182797,0.0374920292240735,0.0285279101706252,0.0239413769251022,0.0254828038077529,0.0192702592459529,0.0161315359236489,1.8187328789706,1.37533743701464,1.15132365315741,0.00324252636177046,0.231422309317732,129.619998847438,618.787273435126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N7a_80cm",0.488899149451671,11.0532445155411,124,0.6735624785413,0.823715966076564,124,0.0232500474295804,123.161941186901,0.823715966076564,124,0.0039857224164995,124,122,2.616729191154,1.97959987848662,1.65743949940741,0.0232500474295804,0.0039857224164995,0.00869723902691674,0.00661778140120044,0.00555381722623387,0.0351297922764409,0.0267304698922921,0.0224329174919873,0.0254950057646922,0.0192874029473194,0.0161485681188832,0.576402174064591,0.436057990867018,0.365093848484046,0.00324769383229511,0.0734252740677371,207.397160361419,1677.37802481037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N7b_45cm",0.432917199283899,2.14963885237637,101,0.302239063110164,0.824185420534582,101,0.0285608809096142,9.65461268049353,0.824185420534582,101,0.00489615101307672,101,99,2.62640545728083,1.98421695158642,1.66039115601699,0.0285608809096142,0.00489615101307672,0.01068388392938,0.00812943143699025,0.00682243392718498,0.0431542265290347,0.0328363101006181,0.0275571001256841,0.0278350125209729,0.0210290088830824,0.0175970577921716,0.138214015221481,0.10441898496252,0.0873777229921463,0.00353271330642033,0.0175415940746861,85.5543705063404,550.383998135376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N7b_80cm",0.462520452143358,0.344929171979587,122,0.326895918824051,0.824643732478259,122,0.0236578119973271,4.40340532893003,0.824643732478259,122,0.0040556249138275,122,120,2.61742114510687,1.97993040508242,1.65765089935523,0.0236578119973271,0.0040556249138275,0.00884977316359501,0.00673384554174361,0.00565122132347102,0.0357459064846385,0.0271992748929833,0.0228263510508702,0.0245489168400256,0.01856986100776,0.0155471862654352,0.0183075959547,0.01384865631671,0.0115944669263767,0.00312634911477894,0.00233150557231051,104.561553052006,1888.65314379939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N88_45cm",113.337785321401,1313.86681214831,262,1.6106738941784,0.823958840172229,262,0.0110070837427588,196.670996692358,0.823958840172229,262,0.00188692864161579,262,260,2.59487048735587,1.96913000336017,1.65073534246266,0.0110070837427588,0.00188692864161579,0.00411746421550375,0.00313300324633356,0.00262929920836879,0.0166312161996086,0.0126547922742479,0.010620236460875,2.77469907699755,2.10559379723769,1.76513388757433,32.1656632042663,24.4090688926983,20.4622917882649,0.356433855500424,4.13195486518514,4.51885776090786,47.5975665536573,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"N88_90cm",0.649804057592078,28.0110641169829,222,1.60063312082115,0.824072420034922,222,0.0129921327482983,63.7841014861738,0.824072420034922,222,0.00222722275685114,222,220,2.59836092927154,1.9708055923849,1.65180928588991,0.0129921327482983,0.00222722275685114,0.00486001950420203,0.00369801802443752,0.0031034745576998,0.019630537359463,0.0149369937552561,0.0125355203197012,0.0188024982050495,0.0142613245896163,0.0119529741935183,0.8105181502448,0.614762054507857,0.515256133924401,0.00241209730760548,0.103978132408268,663.585633869025,613.437652791521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE10_40cm",0.50400954560428,18.214045386665,152,1.30436506897677,0.824938660638474,152,0.018995298106807,102.523937235222,0.824938660638474,152,0.00325633681830976,152,150,2.60900256586554,1.97590533089661,1.65507550018717,0.018995298106807,0.00325633681830976,0.00710564778514176,0.00540673006806651,0.00453747090893293,0.0287010544276228,0.0218388046595172,0.0183277026189444,0.0214097990953175,0.0162145245540719,0.0135817551159954,0.773713624756752,0.585965263409787,0.490821466122662,0.00273537473355132,0.0988517776716038,476.850594903068,1037.14813886117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE10_80cm",0.601591396887215,2.89617646614159,225,2.0045690132557,0.824720001361595,225,0.0128289777989581,13.6393856184166,0.824720001361595,225,0.00219925333696425,225,223,2.59805536034604,1.97065896083581,1.65171532012271,0.0128289777989581,0.00219925333696425,0.00479898747417569,0.00365157838630227,0.00306450118480947,0.0193840174546519,0.0147494152793701,0.0123780995003225,0.0171868102363921,0.0130364202847547,0.0109265253561455,0.0827406036592841,0.0627598297229569,0.0526023905210543,0.00220508647848866,0.0106157095959987,909.065940411377,1284.83032576151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE12_160cm",0.553756231358468,0.234405285181222,158,0.716325515470637,0.825421654299382,158,0.0182846568990369,0.469342827707209,0.825421654299382,158,0.00313451261126347,158,156,2.60771188626971,1.97528750770344,1.65467999567171,0.0182846568990369,0.00313451261126347,0.00683981536200058,0.00520445658101444,0.00436771764742503,0.0276273070261324,0.0210217838140306,0.0176420371110096,0.0226317563399727,0.0171430846371931,0.01436060274904,0.00958003359349846,0.00725667616129415,0.0060788502090623,0.00289292648459809,0.00122457720424559,247.61276143184,383.269283537213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE12_40cm",0.639659302643678,2.46157010174374,242,0.79190390723269,0.82433706540058,242,0.0119222302847191,14.0870367722397,0.82433706540058,242,0.00204381090595185,242,240,2.59646918196681,1.96989763507669,1.65122739260749,0.0119222302847191,0.00204381090595185,0.00445979677392938,0.00339348614569543,0.00284790334862535,0.0180139621066413,0.0137069319380915,0.0115032199012767,0.0169723746197003,0.0128766560593865,0.0107936000489774,0.0653139722142386,0.0495526156427679,0.0415364914743416,0.00217890443139451,0.00838497303284809,363.441322080321,1680.0336407826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE12_80cm",0.425964621308457,0.126150019263905,107,0.79624535690089,0.824788360235515,107,0.0269790585123767,0.629075231013769,0.824788360235515,107,0.00462498145926457,107,105,2.62346549589808,1.98281527379505,1.65949538340679,0.0269790585123767,0.00462498145926457,0.0100921652445656,0.00767918913653272,0.00644457867741705,0.0407641629215739,0.0310176963497267,0.0260308713542511,0.0258421645280758,0.0195315084624936,0.0163466806781462,0.00765319322300499,0.00578428358962818,0.00484109238019508,0.00328346412642378,0.000972402500302384,242.50161605028,646.928849749099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE14_160cm",0.49333608044919,0.376985069529749,116,1.49057736884281,0.824729315474363,116,0.0248840741737954,2.94884354416086,0.824729315474363,116,0.00426584128693636,116,114,2.61964498918665,1.98099229797586,1.65832996906779,0.0248840741737954,0.00426584128693636,0.00930848600238446,0.00708288289528049,0.00594414270439191,0.037598734340851,0.0286091027347295,0.0240095158728594,0.0275651282165291,0.0208449262839295,0.0174497225430759,0.0210640214432379,0.0159287477561637,0.0133342869635375,0.00350748903385919,0.00268026412359763,424.969929899616,1100.20632601041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE14_40cm",86.7329921890689,1014.11056075382,332,1.55801427941764,0.824871428966455,332,0.00872220544224349,221.351198954804,0.824871428966455,332,0.00149523521867031,332,330,2.59080939887897,1.96717867475337,1.64948417795665,0.0086959337391042,0.00149073149813215,0.00325292301102991,0.00247516865240879,0.00207722701403955,0.0131391708696371,0.0099976740134627,0.00839031252198325,1.67490132239843,1.2717377685769,1.06635526030216,19.5834950045555,14.8695746459658,12.4681750703408,0.215492672305824,2.51961092584029,7.23001048131477,87.8513411275922,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"NE14_80cm",1.61140287641686,12.575536385014,151,1.39917013263602,0.824797107765317,151,0.0191178137561497,29.125117379392,0.824797107765317,151,0.00327733950105424,151,149,2.60922790744789,1.97601317768919,1.65514453379795,0.0191178137561497,0.00327733950105424,0.0071514777082892,0.00544160233179123,0.0045667366352014,0.028886170149432,0.021979660323834,0.0184459124187957,0.0688981540567782,0.0521777572384686,0.0437050373217056,0.537687536668625,0.407200020704845,0.34107813451943,0.00880185716498898,0.0686905035692522,158.963058182934,424.005006019918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE31_30cm",0.463585859380371,8.1300702292759,143,1.3665832950241,0.823997723099816,143,0.020167776439506,81.3988635301636,0.823997723099816,143,0.00345733310391531,143,141,2.61114718054783,1.97693148863425,1.65573228729681,0.020167776439506,0.00345733310391531,0.00754424148454172,0.0057404586476295,0.00481754476173915,0.0304726172771653,0.0231867974697039,0.0194589738465943,0.0209253514698305,0.0158428397064801,0.0132687963013878,0.36697533710237,0.277841519189138,0.23269960376364,0.00267128456357131,0.0468472682347199,511.582821860462,1737.53703465331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE31_80cm",0.443403942936795,0.365863561136532,153,1.34697856022757,0.823635108297201,153,0.0188413260067987,17.0204431590926,0.823635108297201,153,0.00322994160116549,153,151,2.60878024457905,1.97579892381793,1.65500738658024,0.0188413260067987,0.00322994160116549,0.00704805082060635,0.00536290419189036,0.00450069107422613,0.028468409401584,0.0216617836622057,0.018179141914885,0.0186810689018912,0.0141483882779406,0.0118512500568376,0.0154142120365788,0.0116741851356238,0.0097787595685233,0.00238694806902061,0.00196952989410907,564.309956177742,8641.88109558596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE59_160cm",1.05191126725321,0.793560016047963,178,0.764744815416754,0.823721573969927,178,0.0161967725218806,4.28138596766417,0.823721573969927,178,0.00277658957517953,178,176,2.60405168642058,1.9735343877061,1.65355743545593,0.0161967725218806,0.00277658957517953,0.00605879203102918,0.00461017123855002,0.00386897766612578,0.0244726061727737,0.0186213529912031,0.0156275320607546,0.0380286054891979,0.02882076459573,0.0241479398026538,0.0286887133180838,0.0217423342891114,0.0182171634565318,0.00486787643111525,0.00367231744639679,157.100293369926,1165.85399551038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE59_40cm",3.29353388460111,49.5980987396352,245,0.605877553756796,0.82329908966584,245,0.0117614155666549,69.7014744921612,0.82329908966584,245,0.0020162426685694,245,243,2.59621247701167,1.96977439542675,1.6511484017737,0.0117614155666549,0.0020162426685694,0.00439964016365633,0.00334771261970722,0.00280948899467091,0.017770978187675,0.0135220440150679,0.0113480570650391,0.0862015696951773,0.0654020602453146,0.0548227794500107,1.29812964282612,0.984904954823488,0.825589085649318,0.0110676059141865,0.166669671597952,54.7433255624127,418.201306955824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE59_80cm",1.16844668211431,4.23972484166541,192,0.485168198082116,0.823251636425379,192,0.0150071912890043,17.7583066414836,0.823251636425379,192,0.00257266136382931,192,190,2.6019523799567,1.97252818200132,1.65291294902241,0.0150071912890043,0.00257266136382931,0.00561380058077105,0.00427157457194151,0.00358481838588503,0.0226752015982898,0.0172536970573327,0.0144797590195187,0.0391075736949086,0.0296472725008842,0.0248434273675056,0.141902368528737,0.107575535652319,0.0901447175762695,0.0050100293912834,0.0181789604890332,96.8393915864498,976.860401462264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE6_160cm",0.444367307488328,0.128799544867504,132,0.619027095744256,0.825192579267967,132,0.0218801062684688,0.0910988494002037,0.825192579267967,132,0.00375087536030894,132,130,2.61417723755635,1.97838040544701,1.65665941271948,0.0218801062684688,0.00375087536030894,0.00818477961077633,0.00622784795421706,0.00522657476178072,0.0330598718357812,0.0251554549994314,0.0211111233266561,0.0217861137145283,0.0164874897786016,0.0138063210991341,0.00631468941026143,0.00477888706866061,0.00400175225291477,0.00277794397430799,0.000805185065437543,222.836421997481,113.140262171529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE6_40cm",0.413408931069549,0.344067708662334,146,0.537715477104378,0.824078108016704,146,0.0197552971099895,2.08014851002105,0.824078108016704,146,0.00338662236171248,146,144,2.61040214960669,1.97657506583044,1.65550417708755,0.0197552971099895,0.00338662236171248,0.00738994367791001,0.00562305252002819,0.00471901443346035,0.0298493792726782,0.0227125719296388,0.0190609912276676,0.0182735972606698,0.0138366177463918,0.0115890253155103,0.0152085604977876,0.0115157970857594,0.00964519410749402,0.00233343321748631,0.00194204566016506,230.439625644667,1071.11205091041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE6_80cm",0.445360346760263,0.148275500296386,91,0.537033720506238,0.824429228427136,91,0.0317088164779668,0.481375707954203,0.824429228427136,91,0.00543579711050859,91,89,2.63220419120001,1.98697869950628,1.6621553258697,0.0317088164779668,0.00543579711050859,0.0118614448854262,0.00902544463952318,0.00757439191090709,0.0479106177988068,0.0364554767792059,0.0305944005479232,0.031861364097103,0.0240512692783519,0.0201194634521609,0.0106077241406639,0.00800747981034428,0.00669844886453237,0.00403481414342423,0.00134332589345052,133.099989594681,358.346184124928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NE8_50cm",0.839393107419053,8.90004936689223,143,1.18306901003216,0.82499543906776,143,0.020192196061099,141.772088551151,0.82499543906776,143,0.00346151932475983,143,141,2.61114718054783,1.97693148863425,1.65573228729681,0.020192196061099,0.00346151932475983,0.00755337623089373,0.00574740933098153,0.00482337795908949,0.0305095142442201,0.0232148725934967,0.0194825352332126,0.03793442588259,0.0287206181211203,0.0240542755313756,0.402217101946269,0.304523490681963,0.255046458949767,0.00484262577066876,0.0513461547913566,244.303207817105,2761.10429548692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW16_160cm",0.456834387509322,1.25281232260645,240,1.41362807716743,0.824194773839555,240,0.0120195071184935,32.7240146506246,0.824194773839555,240,0.00206048693459889,240,238,2.59664394111762,1.96998152952994,1.65128116381394,0.0120195071184935,0.00206048693459889,0.00449618551153002,0.00342117455464468,0.00287114019391635,0.0181609430955685,0.013818770655165,0.011597077911354,0.012221121414878,0.00927173074298752,0.0077717654213251,0.0335149277796349,0.0254265853103424,0.0213131142367081,0.00156883547789741,0.00430233903705845,901.068402062151,7606.09853587884,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW16_40cm",102.511614295785,1200.34534877456,402,2.46605066697676,0.824385552974456,402,0.0071774861577378,208.097797553791,0.824385552974456,402,0.00123042619846934,402,400,2.58817608003474,1.96591234322946,1.64867194146541,0.0071774861577378,0.00123042619846934,0.00268491119922667,0.00204296505398174,0.00171451032023201,0.0108448638030546,0.00825192198952928,0.00692523123938069,1.63227175534119,1.23983187082348,1.03975949110904,19.1128568496305,14.517637144132,12.1749177161114,0.21022162646153,2.46156060723838,11.7307182352528,84.5389696852746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW16_80cm",81.9540969523592,944.682127183674,505,1.85466720583892,0.824776397240878,505,0.0057162720600853,101.029815438427,0.824776397240878,505,0.000979932353157479,505,503,2.58563876643607,1.96469140536286,1.64788861005565,0.0057162720600853,0.000979932353157479,0.00213830894754199,0.0016270521184101,0.00136546518166453,0.00863703399636648,0.00657197103193255,0.00551537195242444,1.03825640864879,0.788916637975235,0.661705313340385,11.9679468038624,9.09381562908653,7.62745495613858,0.133849118462369,1.54287429979485,13.8564020977123,65.4815596136774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW22_160cm",0.438782546233129,0.238956499810736,112,1.17356290293341,0.824640179619656,112,0.0257700056131143,3.78863622780451,0.824640179619656,112,0.00441771524796244,112,110,2.6212645434886,1.98176528213237,1.65882418741408,0.0257700056131143,0.00441771524796244,0.00963988994951849,0.00733505014868591,0.00615576813457022,0.0389373375212834,0.0296276539328324,0.0248643109842238,0.0254055101787803,0.0192074310745304,0.016077459592105,0.013835581748509,0.0104601710786535,0.0087556205299396,0.0032306939083898,0.00175940295468937,363.254129363905,2153.36470687774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW22_40cm",0.45565358661925,0.896394876104949,121,1.01235850196696,0.824354433511517,121,0.0238449629528125,30.7781586830962,0.824354433511517,121,0.00408770793476785,121,119,2.61777597649086,1.98009987645692,1.65775928494283,0.0238449629528125,0.00408770793476785,0.00891978147643404,0.00678711528737228,0.00569592670326128,0.0360286832923183,0.0274144414639792,0.0230069245295122,0.0243790699430404,0.0184404600759837,0.0154385363450855,0.0479602795256968,0.0362774142694113,0.0303718115706586,0.0031042979692149,0.00610700074623241,326.11511910469,5039.81577242875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NW22_80cm",0.387848312505068,0.798341532014278,109,0.501669528330017,0.824824340383904,109,0.026485185241685,24.5503008935984,0.824824340383904,109,0.00454031747000314,109,107,2.62256001479703,1.98238337017569,1.65921931188109,0.026485185241685,0.00454031747000314,0.00990742007803545,0.00753861542995287,0.00632660550395787,0.0400179422756662,0.0304498925793122,0.0255543554087899,0.0230910438910992,0.0174544342746927,0.014609048311358,0.0475302811987565,0.0359279629432928,0.0300710603452935,0.00293492411496333,0.0060412066747225,170.93100491843,4063.80748341574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
